Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.02    0.00  104920/197774      unsigned int std::uniform_int_distribution<int>::_S_nd<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, unsigned int>(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, unsigned int) [11]
[6]     15.0    0.03    0.00  197774         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [6]
                0.00    0.00     317/317         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand() [228]
-----------------------------------------------
                0.00    0.00   30333/3997461     displayLabels() [39]
                0.02    0.01 3967128/3997461     go() [2]
[7]     15.0    0.02    0.01 3997461         bool __gnu_cxx::operator!=<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >(__gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > > const&, __gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > > const&) [7]
                0.01    0.00 7994922/8035512     __gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >::base() const [21]
-----------------------------------------------
                0.00    0.00      60/4063217     void std::_Construct<Patch>(Patch*) [104]
                0.00    0.00      60/4063217     void std::_Construct<std::vector<Patch, std::allocator<Patch> >, std::vector<Patch, std::allocator<Patch> > const&>(std::vector<Patch, std::allocator<Patch> >*, std::vector<Patch, std::allocator<Patch> > const&) [83]
                0.00    0.00      80/4063217     void std::_Construct<Wolf, Wolf&>(Wolf*, Wolf&) [100]
                0.00    0.00     343/4063217     void std::_Construct<Sheep, Sheep&>(Sheep*, Sheep&) [96]
                0.00    0.00    3600/4063217     void std::_Construct<Patch, Patch const&>(Patch*, Patch const&) [89]
                0.00    0.00    8488/4063217     void std::_Construct<Wolf, Wolf const&>(Wolf*, Wolf const&) [74]
                0.00    0.00   10954/4063217     void std::_Construct<Sheep, Sheep const&>(Sheep*, Sheep const&) [64]
                0.00    0.00   16930/4063217     void __gnu_cxx::new_allocator<Wolf>::construct<Wolf, Wolf const&>(Wolf*, Wolf const&) [62]
                0.00    0.00   25992/4063217     void __gnu_cxx::new_allocator<Wolf>::construct<Wolf, Wolf>(Wolf*, Wolf&&) [55]
                0.00    0.00   48366/4063217     void __gnu_cxx::new_allocator<Sheep>::construct<Sheep, Sheep>(Sheep*, Sheep&&) [53]
                0.02    0.00 3948344/4063217     void __gnu_cxx::new_allocator<Sheep>::construct<Sheep, Sheep const&>(Sheep*, Sheep const&) [5]
[8]     10.0    0.02    0.00 4063217         operator new(unsigned long, void*) [8]
-----------------------------------------------
                0.00    0.00   30182/3979645     displayLabels() [39]
                0.02    0.00 3949463/3979645     go() [2]
[9]     10.0    0.02    0.00 3979645         __gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >::operator++() [9]
-----------------------------------------------
                0.00    0.00     300/104920      Animal::Animal(int) [69]
                0.00    0.00    5562/104920      setup() [45]
                0.00    0.02   99058/104920      Animal::move() [14]
[10]     8.0    0.00    0.02  104920         rand_int(int, int) [10]
                0.00    0.02  104920/104920      int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [12]
                0.00    0.00  104920/104920      std::uniform_int_distribution<int>::uniform_int_distribution(int, int) [123]
-----------------------------------------------
                0.00    0.02  104920/104920      int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [13]
[11]     8.0    0.00    0.02  104920         unsigned int std::uniform_int_distribution<int>::_S_nd<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, unsigned int>(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, unsigned int) [11]
                0.02    0.00  104920/197774      std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [6]
-----------------------------------------------
                0.00    0.02  104920/104920      rand_int(int, int) [10]
[12]     8.0    0.00    0.02  104920         int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [12]
                0.00    0.02  104920/104920      int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [13]
-----------------------------------------------
                0.00    0.02  104920/104920      int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [12]
[13]     8.0    0.00    0.02  104920         int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [13]
                0.00    0.02  104920/104920      unsigned int std::uniform_int_distribution<int>::_S_nd<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, unsigned int>(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, unsigned int) [11]
                0.00    0.00  209840/209840      std::uniform_int_distribution<int>::param_type::a() const [119]
                0.00    0.00  104920/104920      std::uniform_int_distribution<int>::param_type::b() const [121]
-----------------------------------------------
                0.00    0.00     813/49529       Wolf::reproduceWolf() [52]
                0.00    0.00    1185/49529       Sheep::reproduceSheep() [38]
                0.00    0.01   47531/49529       go() [2]
[14]     7.5    0.00    0.02   49529         Animal::move() [14]
                0.00    0.02   99058/104920      rand_int(int, int) [10]
-----------------------------------------------
                0.00    0.01   46427/46427       go() [2]
[15]     7.0    0.00    0.01   46427         rand_double() [15]
                0.00    0.01   46427/46427       double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [16]
                0.00    0.00   46427/46427       std::uniform_real_distribution<double>::uniform_real_distribution(double, double) [137]
-----------------------------------------------
                0.00    0.01   46427/46427       rand_double() [15]
[16]     7.0    0.00    0.01   46427         double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [16]
                0.00    0.01   46427/46427       double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_real_distribution<double>::param_type const&) [17]
-----------------------------------------------
                0.00    0.01   46427/46427       double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [16]
[17]     7.0    0.00    0.01   46427         double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_real_distribution<double>::param_type const&) [17]
                0.00    0.01   46427/46427       std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, double>::operator()() [18]
                0.00    0.00   92854/92854       std::uniform_real_distribution<double>::param_type::a() const [126]
                0.00    0.00   46427/46427       std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, double>::_Adaptor(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [138]
                0.00    0.00   46427/46427       std::uniform_real_distribution<double>::param_type::b() const [135]
-----------------------------------------------
                0.00    0.01   46427/46427       double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_real_distribution<double>::param_type const&) [17]
[18]     7.0    0.00    0.01   46427         std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, double>::operator()() [18]
                0.00    0.01   46427/46427       double std::generate_canonical<double, 53ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [19]
-----------------------------------------------
                0.00    0.01   46427/46427       std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, double>::operator()() [18]
[19]     7.0    0.00    0.01   46427         double std::generate_canonical<double, 53ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [19]
                0.01    0.00   92854/197774      std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [6]
                0.00    0.00   92854/92854       std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::min() [127]
-----------------------------------------------
                0.01    0.00   17665/17665       go() [2]
[20]     5.1    0.01    0.00   17665         std::vector<Sheep, std::allocator<Sheep> >::operator=(std::vector<Sheep, std::allocator<Sheep> > const&) [20]
                0.00    0.00      51/51          Sheep* std::vector<Sheep, std::allocator<Sheep> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > > >(unsigned long, __gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >, __gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >) [66]
                0.00    0.00   17537/17537       __gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > > std::copy<__gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >, __gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > > >(__gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >, __gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >, __gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >) [72]
                0.00    0.00      77/77          Sheep* std::__uninitialized_copy_a<Sheep*, Sheep*, Sheep>(Sheep*, Sheep*, Sheep*, std::allocator<Sheep>&) [99]
                0.00    0.00   35433/40950       std::vector<Sheep, std::allocator<Sheep> >::size() const [140]
                0.00    0.00   17665/17665       __gnu_cxx::__alloc_traits<std::allocator<Sheep>, Sheep>::_S_propagate_on_copy_assign() [158]
                0.00    0.00   17665/17665       std::vector<Sheep, std::allocator<Sheep> >::capacity() const [159]
                0.00    0.00   17665/38140       std::_Vector_base<Sheep, std::allocator<Sheep> >::_M_get_Tp_allocator() [141]
                0.00    0.00   17588/17738       std::vector<Sheep, std::allocator<Sheep> >::end() const [153]
                0.00    0.00   17588/17738       std::vector<Sheep, std::allocator<Sheep> >::begin() const [154]
                0.00    0.00   17537/36732       std::vector<Sheep, std::allocator<Sheep> >::begin() [143]
                0.00    0.00   17537/38017       std::vector<Sheep, std::allocator<Sheep> >::end() [142]
                0.00    0.00   17537/17537       void std::_Destroy<__gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >, Sheep>(__gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >, __gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >, std::allocator<Sheep>&) [166]
                0.00    0.00      77/77          Sheep* std::copy<Sheep*, Sheep*>(Sheep*, Sheep*, Sheep*) [279]
                0.00    0.00      51/17717       void std::_Destroy<Sheep*, Sheep>(Sheep*, Sheep*, std::allocator<Sheep>&) [157]
                0.00    0.00      51/1581        std::_Vector_base<Sheep, std::allocator<Sheep> >::_M_deallocate(Sheep*, unsigned long) [202]
-----------------------------------------------
                0.00    0.00     108/8035512     void std::vector<Sheep, std::allocator<Sheep> >::_M_realloc_insert<Sheep>(__gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >, Sheep&&) [51]
                0.00    0.00    2650/8035512     void std::vector<Sheep, std::allocator<Sheep> >::_M_realloc_insert<Sheep const&>(__gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >, Sheep const&) [37]
                0.00    0.00    2758/8035512     __gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >::difference_type __gnu_cxx::operator-<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >(__gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > > const&, __gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > > const&) [95]
                0.00    0.00   35074/8035512     Sheep* std::__niter_base<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >(__gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >) [70]
                0.01    0.00 7994922/8035512     bool __gnu_cxx::operator!=<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >(__gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > > const&, __gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > > const&) [7]
[21]     5.0    0.01    0.00 8035512         __gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >::base() const [21]
-----------------------------------------------
                0.00    0.00    1325/7908967     void std::vector<Sheep, std::allocator<Sheep> >::_M_realloc_insert<Sheep const&>(__gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >, Sheep const&) [37]
                0.00    0.00   10954/7908967     void std::_Construct<Sheep, Sheep const&>(Sheep*, Sheep const&) [64]
                0.00    0.00 3948344/7908967     void std::allocator_traits<std::allocator<Sheep> >::construct<Sheep, Sheep const&>(std::allocator<Sheep>&, Sheep*, Sheep const&) [4]
                0.00    0.00 3948344/7908967     void __gnu_cxx::new_allocator<Sheep>::construct<Sheep, Sheep const&>(Sheep*, Sheep const&) [5]
[22]     5.0    0.01    0.00 7908967         Sheep const& std::forward<Sheep const&>(std::remove_reference<Sheep const&>::type&) [22]
-----------------------------------------------
                0.00    0.00     150/64098       grass() [44]
                0.00    0.00    3600/64098       setup() [45]
                0.00    0.00   30166/64098       go() [2]
                0.00    0.00   30182/64098       displayLabels() [39]
[23]     5.0    0.01    0.00   64098         __gnu_cxx::__enable_if<std::__is_char<char>::__value, bool>::__type std::operator==<char>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [23]
                0.00    0.00   64098/64098       std::char_traits<char>::compare(char const*, char const*, unsigned long) [130]
-----------------------------------------------
                0.00    0.00    1285/48366       std::vector<Sheep, std::allocator<Sheep> >::push_back(Sheep&&) [46]
                0.01    0.00   47081/48366       void std::__relocate_object_a<Sheep, Sheep, std::allocator<Sheep> >(Sheep*, Sheep*, std::allocator<Sheep>&) [30]
[24]     5.0    0.01    0.00   48366         std::remove_reference<Sheep&>::type&& std::move<Sheep&>(Sheep&) [24]
-----------------------------------------------
                0.01    0.00    2460/2460        std::allocator_traits<std::allocator<Wolf> >::max_size(std::allocator<Wolf> const&) [27]
[25]     5.0    0.01    0.00    2460         __gnu_cxx::new_allocator<Wolf>::max_size() const [25]
                0.00    0.00    2460/3745        __gnu_cxx::new_allocator<Wolf>::_M_max_size() const [184]
-----------------------------------------------
                0.00    0.01    2460/2460        std::vector<Wolf, std::allocator<Wolf> >::_M_check_len(unsigned long, char const*) const [29]
[26]     5.0    0.00    0.01    2460         std::vector<Wolf, std::allocator<Wolf> >::max_size() const [26]
                0.00    0.01    2460/2460        std::vector<Wolf, std::allocator<Wolf> >::_S_max_size(std::allocator<Wolf> const&) [28]
                0.00    0.00    2460/2460        std::_Vector_base<Wolf, std::allocator<Wolf> >::_M_get_Tp_allocator() const [198]
-----------------------------------------------
                0.00    0.01    2460/2460        std::vector<Wolf, std::allocator<Wolf> >::_S_max_size(std::allocator<Wolf> const&) [28]
[27]     5.0    0.00    0.01    2460         std::allocator_traits<std::allocator<Wolf> >::max_size(std::allocator<Wolf> const&) [27]
                0.01    0.00    2460/2460        __gnu_cxx::new_allocator<Wolf>::max_size() const [25]
-----------------------------------------------
                0.00    0.01    2460/2460        std::vector<Wolf, std::allocator<Wolf> >::max_size() const [26]
[28]     5.0    0.00    0.01    2460         std::vector<Wolf, std::allocator<Wolf> >::_S_max_size(std::allocator<Wolf> const&) [28]
                0.00    0.01    2460/2460        std::allocator_traits<std::allocator<Wolf> >::max_size(std::allocator<Wolf> const&) [27]
                0.00    0.00    2460/5220        unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [181]
-----------------------------------------------
                0.00    0.00      49/1230        void std::vector<Wolf, std::allocator<Wolf> >::_M_realloc_insert<Wolf>(__gnu_cxx::__normal_iterator<Wolf*, std::vector<Wolf, std::allocator<Wolf> > >, Wolf&&) [49]
                0.00    0.01    1181/1230        void std::vector<Wolf, std::allocator<Wolf> >::_M_realloc_insert<Wolf const&>(__gnu_cxx::__normal_iterator<Wolf*, std::vector<Wolf, std::allocator<Wolf> > >, Wolf const&) [36]
[29]     5.0    0.00    0.01    1230         std::vector<Wolf, std::allocator<Wolf> >::_M_check_len(unsigned long, char const*) const [29]
                0.00    0.01    2460/2460        std::vector<Wolf, std::allocator<Wolf> >::max_size() const [26]
                0.00    0.00    4920/5240        std::vector<Wolf, std::allocator<Wolf> >::size() const [180]
                0.00    0.00    1230/2609        unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [197]
-----------------------------------------------
                0.00    0.01   47081/47081       Sheep* std::__relocate_a_1<Sheep*, Sheep*, std::allocator<Sheep> >(Sheep*, Sheep*, Sheep*, std::allocator<Sheep>&) [34]
[30]     5.0    0.00    0.01   47081         void std::__relocate_object_a<Sheep, Sheep, std::allocator<Sheep> >(Sheep*, Sheep*, std::allocator<Sheep>&) [30]
                0.01    0.00   47081/48366       std::remove_reference<Sheep&>::type&& std::move<Sheep&>(Sheep&) [24]
                0.00    0.00   47081/48366       void std::allocator_traits<std::allocator<Sheep> >::construct<Sheep, Sheep>(std::allocator<Sheep>&, Sheep*, Sheep&&) [54]
                0.00    0.00   47081/152540      Sheep* std::__addressof<Sheep>(Sheep&) [120]
                0.00    0.00   47081/47081       void std::allocator_traits<std::allocator<Sheep> >::destroy<Sheep>(std::allocator<Sheep>&, Sheep*) [134]
-----------------------------------------------
                0.00    0.00     108/2758        void std::vector<Sheep, std::allocator<Sheep> >::_M_realloc_insert<Sheep>(__gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >, Sheep&&) [51]
                0.00    0.01    2650/2758        void std::vector<Sheep, std::allocator<Sheep> >::_M_realloc_insert<Sheep const&>(__gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >, Sheep const&) [37]
[31]     5.0    0.00    0.01    2758         std::vector<Sheep, std::allocator<Sheep> >::_S_relocate(Sheep*, Sheep*, Sheep*, std::allocator<Sheep>&) [31]
                0.00    0.01    2758/2758        std::vector<Sheep, std::allocator<Sheep> >::_S_do_relocate(Sheep*, Sheep*, Sheep*, std::allocator<Sheep>&, std::integral_constant<bool, true>) [32]
-----------------------------------------------
                0.00    0.01    2758/2758        std::vector<Sheep, std::allocator<Sheep> >::_S_relocate(Sheep*, Sheep*, Sheep*, std::allocator<Sheep>&) [31]
[32]     5.0    0.00    0.01    2758         std::vector<Sheep, std::allocator<Sheep> >::_S_do_relocate(Sheep*, Sheep*, Sheep*, std::allocator<Sheep>&, std::integral_constant<bool, true>) [32]
                0.00    0.01    2758/2758        Sheep* std::__relocate_a<Sheep*, Sheep*, std::allocator<Sheep> >(Sheep*, Sheep*, Sheep*, std::allocator<Sheep>&) [33]
-----------------------------------------------
                0.00    0.01    2758/2758        std::vector<Sheep, std::allocator<Sheep> >::_S_do_relocate(Sheep*, Sheep*, Sheep*, std::allocator<Sheep>&, std::integral_constant<bool, true>) [32]
[33]     5.0    0.00    0.01    2758         Sheep* std::__relocate_a<Sheep*, Sheep*, std::allocator<Sheep> >(Sheep*, Sheep*, Sheep*, std::allocator<Sheep>&) [33]
                0.00    0.01    2758/2758        Sheep* std::__relocate_a_1<Sheep*, Sheep*, std::allocator<Sheep> >(Sheep*, Sheep*, Sheep*, std::allocator<Sheep>&) [34]
                0.00    0.00    8274/8505        Sheep* std::__niter_base<Sheep*>(Sheep*) [175]
-----------------------------------------------
                0.00    0.01    2758/2758        Sheep* std::__relocate_a<Sheep*, Sheep*, std::allocator<Sheep> >(Sheep*, Sheep*, Sheep*, std::allocator<Sheep>&) [33]
[34]     5.0    0.00    0.01    2758         Sheep* std::__relocate_a_1<Sheep*, Sheep*, std::allocator<Sheep> >(Sheep*, Sheep*, Sheep*, std::allocator<Sheep>&) [34]
                0.00    0.01   47081/47081       void std::__relocate_object_a<Sheep, Sheep, std::allocator<Sheep> >(Sheep*, Sheep*, std::allocator<Sheep>&) [30]
                0.00    0.00   94162/152540      Sheep* std::__addressof<Sheep>(Sheep&) [120]
-----------------------------------------------
                0.00    0.01   16930/16930       go() [2]
[35]     4.9    0.00    0.01   16930         std::vector<Wolf, std::allocator<Wolf> >::push_back(Wolf const&) [35]
                0.00    0.01    1181/1181        void std::vector<Wolf, std::allocator<Wolf> >::_M_realloc_insert<Wolf const&>(__gnu_cxx::__normal_iterator<Wolf*, std::vector<Wolf, std::allocator<Wolf> > >, Wolf const&) [36]
