Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[12]     8.3    0.01    0.02  335184         int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [12]
                0.00    0.02  335184/335184      unsigned int std::uniform_int_distribution<int>::_S_nd<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, unsigned int>(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, unsigned int) [20]
                0.00    0.00  670368/670368      std::uniform_int_distribution<int>::param_type::a() const [133]
                0.00    0.00  335184/335184      std::uniform_int_distribution<int>::param_type::b() const [138]
-----------------------------------------------
                0.00    0.00    4112/23580128     void std::vector<Sheep, std::allocator<Sheep> >::_M_realloc_insert<Sheep const&>(__gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >, Sheep const&) [14]
                0.00    0.00   10954/23580128     void std::_Construct<Sheep, Sheep const&>(Sheep*, Sheep const&) [81]
                0.01    0.00 11782531/23580128     void std::allocator_traits<std::allocator<Sheep> >::construct<Sheep, Sheep const&>(std::allocator<Sheep>&, Sheep*, Sheep const&) [4]
                0.01    0.00 11782531/23580128     void __gnu_cxx::new_allocator<Sheep>::construct<Sheep, Sheep const&>(Sheep*, Sheep const&) [5]
[13]     8.1    0.02    0.00 23580128         Sheep const& std::forward<Sheep const&>(std::remove_reference<Sheep const&>::type&) [13]
-----------------------------------------------
                0.01    0.01    4112/4112        std::vector<Sheep, std::allocator<Sheep> >::push_back(Sheep const&) [3]
[14]     8.0    0.01    0.01    4112         void std::vector<Sheep, std::allocator<Sheep> >::_M_realloc_insert<Sheep const&>(__gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >, Sheep const&) [14]
                0.00    0.01    8224/8510        std::vector<Sheep, std::allocator<Sheep> >::_S_relocate(Sheep*, Sheep*, Sheep*, std::allocator<Sheep>&) [21]
                0.00    0.00    8224/172878      std::_Vector_base<Sheep, std::allocator<Sheep> >::_M_get_Tp_allocator() [26]
                0.00    0.00    4112/11782531     void std::allocator_traits<std::allocator<Sheep> >::construct<Sheep, Sheep const&>(std::allocator<Sheep>&, Sheep*, Sheep const&) [4]
                0.00    0.00    4112/23580128     Sheep const& std::forward<Sheep const&>(std::remove_reference<Sheep const&>::type&) [13]
                0.00    0.00    8224/24069326     __gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >::base() const [40]
                0.00    0.00    4112/4255        __gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >::difference_type __gnu_cxx::operator-<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >(__gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > > const&, __gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > > const&) [95]
                0.00    0.00    4112/4255        std::vector<Sheep, std::allocator<Sheep> >::_M_check_len(unsigned long, char const*) const [220]
                0.00    0.00    4112/168658      std::vector<Sheep, std::allocator<Sheep> >::begin() [146]
                0.00    0.00    4112/4306        std::_Vector_base<Sheep, std::allocator<Sheep> >::_M_allocate(unsigned long) [215]
                0.00    0.00    4112/4807        std::_Vector_base<Sheep, std::allocator<Sheep> >::_M_deallocate(Sheep*, unsigned long) [207]
-----------------------------------------------
                0.01    0.01   82158/82158       go() [2]
[15]     8.0    0.01    0.01   82158         std::vector<Sheep, std::allocator<Sheep> >::operator=(std::vector<Sheep, std::allocator<Sheep> > const&) [15]
                0.00    0.01   81744/81744       __gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > > std::copy<__gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >, __gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > > >(__gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >, __gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >, __gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >) [35]
                0.00    0.00   82158/172878      std::_Vector_base<Sheep, std::allocator<Sheep> >::_M_get_Tp_allocator() [26]
                0.00    0.00     363/363         Sheep* std::copy<Sheep*, Sheep*>(Sheep*, Sheep*, Sheep*) [73]
                0.00    0.00      51/51          Sheep* std::vector<Sheep, std::allocator<Sheep> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > > >(unsigned long, __gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >, __gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >) [78]
                0.00    0.00     363/363         Sheep* std::__uninitialized_copy_a<Sheep*, Sheep*, Sheep>(Sheep*, Sheep*, Sheep*, std::allocator<Sheep>&) [112]
                0.00    0.00  164991/182012      std::vector<Sheep, std::allocator<Sheep> >::size() const [143]
                0.00    0.00   82158/82158       __gnu_cxx::__alloc_traits<std::allocator<Sheep>, Sheep>::_S_propagate_on_copy_assign() [168]
                0.00    0.00   82158/82158       std::vector<Sheep, std::allocator<Sheep> >::capacity() const [169]
                0.00    0.00   81795/82295       std::vector<Sheep, std::allocator<Sheep> >::end() const [163]
                0.00    0.00   81795/82295       std::vector<Sheep, std::allocator<Sheep> >::begin() const [164]
                0.00    0.00   81744/171704      std::vector<Sheep, std::allocator<Sheep> >::end() [145]
                0.00    0.00   81744/168658      std::vector<Sheep, std::allocator<Sheep> >::begin() [146]
                0.00    0.00   81744/81744       void std::_Destroy<__gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >, Sheep>(__gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >, __gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >, std::allocator<Sheep>&) [173]
                0.00    0.00      51/82210       void std::_Destroy<Sheep*, Sheep>(Sheep*, Sheep*, std::allocator<Sheep>&) [167]
                0.00    0.00      51/4807        std::_Vector_base<Sheep, std::allocator<Sheep> >::_M_deallocate(Sheep*, unsigned long) [207]
-----------------------------------------------
                0.02    0.00    1028/1028        std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [8]
[16]     6.5    0.02    0.00    1028         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand() [16]
-----------------------------------------------
                0.00    0.02  153040/153040      double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [10]
[17]     6.2    0.00    0.02  153040         double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_real_distribution<double>::param_type const&) [17]
                0.00    0.02  153040/153040      std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, double>::operator()() [18]
                0.00    0.00  306080/306080      std::uniform_real_distribution<double>::param_type::a() const [139]
                0.00    0.00  153040/153040      std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, double>::_Adaptor(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [157]
                0.00    0.00  153040/153040      std::uniform_real_distribution<double>::param_type::b() const [154]
-----------------------------------------------
                0.00    0.02  153040/153040      double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_real_distribution<double>::param_type const&) [17]
[18]     6.2    0.00    0.02  153040         std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, double>::operator()() [18]
                0.00    0.02  153040/153040      double std::generate_canonical<double, 53ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [19]
-----------------------------------------------
                0.00    0.02  153040/153040      std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, double>::operator()() [18]
[19]     6.2    0.00    0.02  153040         double std::generate_canonical<double, 53ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [19]
                0.00    0.01  306080/641264      std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [8]
                0.01    0.00  306080/306080      std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::min() [45]
-----------------------------------------------
                0.00    0.02  335184/335184      int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [12]
[20]     5.1    0.00    0.02  335184         unsigned int std::uniform_int_distribution<int>::_S_nd<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, unsigned int>(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, unsigned int) [20]
                0.01    0.01  335184/641264      std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [8]
-----------------------------------------------
                0.00    0.00     286/8510        void std::vector<Sheep, std::allocator<Sheep> >::_M_realloc_insert<Sheep>(__gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >, Sheep&&) [58]
                0.00    0.01    8224/8510        void std::vector<Sheep, std::allocator<Sheep> >::_M_realloc_insert<Sheep const&>(__gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >, Sheep const&) [14]
[21]     4.8    0.00    0.01    8510         std::vector<Sheep, std::allocator<Sheep> >::_S_relocate(Sheep*, Sheep*, Sheep*, std::allocator<Sheep>&) [21]
                0.00    0.01    8510/8510        std::vector<Sheep, std::allocator<Sheep> >::_S_do_relocate(Sheep*, Sheep*, Sheep*, std::allocator<Sheep>&, std::integral_constant<bool, true>) [22]
-----------------------------------------------
                0.00    0.01    8510/8510        std::vector<Sheep, std::allocator<Sheep> >::_S_relocate(Sheep*, Sheep*, Sheep*, std::allocator<Sheep>&) [21]
[22]     4.8    0.00    0.01    8510         std::vector<Sheep, std::allocator<Sheep> >::_S_do_relocate(Sheep*, Sheep*, Sheep*, std::allocator<Sheep>&, std::integral_constant<bool, true>) [22]
                0.00    0.01    8510/8510        Sheep* std::__relocate_a<Sheep*, Sheep*, std::allocator<Sheep> >(Sheep*, Sheep*, Sheep*, std::allocator<Sheep>&) [23]
-----------------------------------------------
                0.00    0.01    8510/8510        std::vector<Sheep, std::allocator<Sheep> >::_S_do_relocate(Sheep*, Sheep*, Sheep*, std::allocator<Sheep>&, std::integral_constant<bool, true>) [22]
[23]     4.8    0.00    0.01    8510         Sheep* std::__relocate_a<Sheep*, Sheep*, std::allocator<Sheep> >(Sheep*, Sheep*, Sheep*, std::allocator<Sheep>&) [23]
                0.01    0.00    8510/8510        Sheep* std::__relocate_a_1<Sheep*, Sheep*, std::allocator<Sheep> >(Sheep*, Sheep*, Sheep*, std::allocator<Sheep>&) [24]
                0.00    0.00   25530/26619       Sheep* std::__niter_base<Sheep*>(Sheep*) [175]
-----------------------------------------------
                0.01    0.00    8510/8510        Sheep* std::__relocate_a<Sheep*, Sheep*, std::allocator<Sheep> >(Sheep*, Sheep*, Sheep*, std::allocator<Sheep>&) [23]
[24]     4.8    0.01    0.00    8510         Sheep* std::__relocate_a_1<Sheep*, Sheep*, std::allocator<Sheep> >(Sheep*, Sheep*, Sheep*, std::allocator<Sheep>&) [24]
                0.00    0.00  108811/108811      void std::__relocate_object_a<Sheep, Sheep, std::allocator<Sheep> >(Sheep*, Sheep*, std::allocator<Sheep>&) [49]
                0.00    0.00  217622/338866      Sheep* std::__addressof<Sheep>(Sheep&) [137]
-----------------------------------------------
                0.01    0.00     500/500         go() [2]
[25]     4.8    0.01    0.00     500         grass() [25]
                0.00    0.00 1800000/3683373     std::vector<std::vector<Patch, std::allocator<Patch> >, std::allocator<std::vector<Patch, std::allocator<Patch> > > >::operator[](unsigned long) [33]
                0.00    0.00     500/157016      __gnu_cxx::__enable_if<std::__is_char<char>::__value, bool>::__type std::operator==<char>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [46]
                0.00    0.00 1800000/3683373     std::vector<Patch, std::allocator<Patch> >::operator[](unsigned long) [130]
                0.00    0.00 1800000/1800000     Patch::getColor() const [132]
-----------------------------------------------
                0.00    0.00      51/172878      Sheep* std::vector<Sheep, std::allocator<Sheep> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > > >(unsigned long, __gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >, __gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >) [78]
                0.00    0.00     286/172878      void std::vector<Sheep, std::allocator<Sheep> >::_M_realloc_insert<Sheep>(__gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >, Sheep&&) [58]
                0.00    0.00     501/172878      std::vector<Sheep, std::allocator<Sheep> >::~vector() [38]
                0.00    0.00    8224/172878      void std::vector<Sheep, std::allocator<Sheep> >::_M_realloc_insert<Sheep const&>(__gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >, Sheep const&) [14]
                0.00    0.00   81658/172878      std::vector<Sheep, std::allocator<Sheep> >::_M_erase_at_end(Sheep*) [50]
                0.00    0.00   82158/172878      std::vector<Sheep, std::allocator<Sheep> >::operator=(std::vector<Sheep, std::allocator<Sheep> > const&) [15]
[26]     3.2    0.01    0.00  172878         std::_Vector_base<Sheep, std::allocator<Sheep> >::_M_get_Tp_allocator() [26]
-----------------------------------------------
                0.00    0.00     363/82107       Sheep* std::__copy_move_a2<false, Sheep*, Sheep*>(Sheep*, Sheep*, Sheep*) [72]
                0.01    0.00   81744/82107       Sheep* std::__copy_move_a2<false, Sheep const*, Sheep*>(Sheep const*, Sheep const*, Sheep*) [37]
[27]     3.2    0.01    0.00   82107         Sheep* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<Sheep>(Sheep const*, Sheep const*, Sheep*) [27]
-----------------------------------------------
                0.01    0.00     624/624         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) [30]
[28]     3.2    0.01    0.00     624         unsigned long std::__detail::__mod<unsigned long, 4294967296ul, 1ul, 0ul>(unsigned long) [28]
                0.00    0.00     624/624         std::__detail::_Mod<unsigned long, 4294967296ul, 1ul, 0ul, true, true>::__calc(unsigned long) [239]
-----------------------------------------------
                0.00    0.01       1/1           _GLOBAL__sub_I__Z6randomi [32]
[29]     3.2    0.00    0.01       1         __static_initialization_and_destruction_0(int, int) [29]
                0.00    0.01       1/1           std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::mersenne_twister_engine(unsigned long) [31]
-----------------------------------------------
                0.00    0.01       1/1           std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::mersenne_twister_engine(unsigned long) [31]
[30]     3.2    0.00    0.01       1         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) [30]
                0.01    0.00     624/624         unsigned long std::__detail::__mod<unsigned long, 4294967296ul, 1ul, 0ul>(unsigned long) [28]
                0.00    0.00     623/623         unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long) [241]
-----------------------------------------------
                0.00    0.01       1/1           __static_initialization_and_destruction_0(int, int) [29]
[31]     3.2    0.00    0.01       1         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::mersenne_twister_engine(unsigned long) [31]
                0.00    0.01       1/1           std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) [30]
-----------------------------------------------
                                                 <spontaneous>
[32]     3.2    0.00    0.01                 _GLOBAL__sub_I__Z6randomi [32]
                0.00    0.01       1/1           __static_initialization_and_destruction_0(int, int) [29]
-----------------------------------------------
                0.00    0.00    7200/3683373     setup() [54]
                0.00    0.00 1800000/3683373     grass() [25]
                0.01    0.00 1876173/3683373     go() [2]
[33]     3.2    0.01    0.00 3683373         std::vector<std::vector<Patch, std::allocator<Patch> >, std::allocator<std::vector<Patch, std::allocator<Patch> > > >::operator[](unsigned long) [33]
-----------------------------------------------
                0.00    0.01   81744/81744       __gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > > std::copy<__gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >, __gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > > >(__gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >, __gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >, __gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >) [35]
[34]     3.2    0.00    0.01   81744         __gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >, __gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > > >(__gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >, __gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >, __gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >) [34]
                0.00    0.01   81744/81744       Sheep* std::__copy_move_a1<false, Sheep const*, Sheep*>(Sheep const*, Sheep const*, Sheep*) [36]
                0.00    0.00   81744/163488      Sheep* std::__niter_base<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >(__gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >) [74]
                0.00    0.00   81744/81744       __gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >, Sheep*>(__gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >, Sheep*) [80]
                0.00    0.00  163488/163488      Sheep const* std::__niter_base<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >(__gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >) [152]
-----------------------------------------------
                0.00    0.01   81744/81744       std::vector<Sheep, std::allocator<Sheep> >::operator=(std::vector<Sheep, std::allocator<Sheep> > const&) [15]
[35]     3.2    0.00    0.01   81744         __gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > > std::copy<__gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >, __gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > > >(__gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >, __gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >, __gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >) [35]
                0.00    0.01   81744/81744       __gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >, __gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > > >(__gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >, __gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >, __gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >) [34]
                0.00    0.00  163488/163488      __gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > > std::__miter_base<__gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > > >(__gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >) [151]
-----------------------------------------------
                0.00    0.01   81744/81744       __gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >, __gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > > >(__gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >, __gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >, __gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >) [34]
[36]     3.2    0.00    0.01   81744         Sheep* std::__copy_move_a1<false, Sheep const*, Sheep*>(Sheep const*, Sheep const*, Sheep*) [36]
                0.00    0.01   81744/81744       Sheep* std::__copy_move_a2<false, Sheep const*, Sheep*>(Sheep const*, Sheep const*, Sheep*) [37]
-----------------------------------------------
                0.00    0.01   81744/81744       Sheep* std::__copy_move_a1<false, Sheep const*, Sheep*>(Sheep const*, Sheep const*, Sheep*) [36]
[37]     3.2    0.00    0.01   81744         Sheep* std::__copy_move_a2<false, Sheep const*, Sheep*>(Sheep const*, Sheep const*, Sheep*) [37]
                0.01    0.00   81744/82107       Sheep* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<Sheep>(Sheep const*, Sheep const*, Sheep*) [27]
-----------------------------------------------
                0.01    0.00     500/500         go() [2]
[38]     1.6    0.01    0.00     500         std::vector<Sheep, std::allocator<Sheep> >::~vector() [38]
                0.00    0.00     501/172878      std::_Vector_base<Sheep, std::allocator<Sheep> >::_M_get_Tp_allocator() [26]
                0.00    0.00     501/82210       void std::_Destroy<Sheep*, Sheep>(Sheep*, Sheep*, std::allocator<Sheep>&) [167]
                0.00    0.00     501/501         std::_Vector_base<Sheep, std::allocator<Sheep> >::~_Vector_base() [262]
-----------------------------------------------
                                                 <spontaneous>
[39]     1.6    0.01    0.00                 _GLOBAL__sub_I_patches [39]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [96]
-----------------------------------------------
                0.00    0.00     286/24069326     void std::vector<Sheep, std::allocator<Sheep> >::_M_realloc_insert<Sheep>(__gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >, Sheep&&) [58]
